id,uri,title,artists,year,rank,tempo,time_signature,duration_ms,key,mode,acousticness,danceability,energy,instrumentalness,loudness,valence
0gmbgwZ8iqyMPmXefof8Yf,spotify:track:0gmbgwZ8iqyMPmXefof8Yf,"""How You Remind Me""",Nickelback,2002,1,172.094,4,223840,A#/Bb,major,0.00135,0.446,0.764,0,-5.042,0.543
6zMUIb4uce1CzpbjR3vMdN,spotify:track:6zMUIb4uce1CzpbjR3vMdN,"""Foolish""",Ashanti,2002,2,90.119,4,227387,C,major,0.347,0.665,0.695,0,-5.763,0.707
04KTF78FFg8sOHC1BADqbY,spotify:track:04KTF78FFg8sOHC1BADqbY,"""Hot in Herre""",Nelly,2002,3,107.075,4,228240,B,minor,0.206,0.956,0.745,0,-4.753,0.912
0ARK753YaiJbpLUk7z5yIM,spotify:track:0ARK753YaiJbpLUk7z5yIM,"""Dilemma""",Nelly featuring Kelly Rowland,2002,4,168.189,4,289160,D,minor,0.227,0.727,0.552,0.000164,-8.074,0.607
5QpaGzWp0hwB5faV8dkbAz,spotify:track:5QpaGzWp0hwB5faV8dkbAz,"""Wherever You Will Go""",The Calling,2002,5,112.027,4,208600,D,major,0.0367,0.558,0.719,0,-5.113,0.371
4w1lzcaoZ1IC2K5TwjalRP,spotify:track:4w1lzcaoZ1IC2K5TwjalRP,"""A Thousand Miles""",Vanessa Carlton,2002,6,94.931,4,237493,B,major,0.323,0.56,0.825,0,-3.862,0.268
60a0Rd6pjrkxjPbaKzXjfq,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,"""In the End""",Linkin Park,2002,7,105.143,4,216880,D#/Eb,minor,0.00958,0.556,0.864,0,-5.87,0.4
2mKouqwAIdQnMP43zxR89r,spotify:track:2mKouqwAIdQnMP43zxR89r,"""What's Luv?""",Fat Joe featuring Ashanti,2002,8,93.955,4,267093,G#/Ab,major,0.0219,0.835,0.707,2.19e-05,-5.074,0.919
7J41dYQolQJEtj3UmKLu5r,spotify:track:7J41dYQolQJEtj3UmKLu5r,"""U Got It Bad""",Usher,2002,9,124.037,4,247840,C#/Db,major,0.0227,0.816,0.5,1.53e-06,-4.551,0.649
6lSr3iZTC144PKhvbPFzMp,spotify:track:6lSr3iZTC144PKhvbPFzMp,"""Blurry""",Puddle of Mudd,2002,10,157.462,4,304000,D#/Eb,minor,0.00805,0.431,0.938,0,-4.507,0.523
5xEM5hIgJ1jjgcEBfpkt2F,spotify:track:5xEM5hIgJ1jjgcEBfpkt2F,"""Complicated""",Avril Lavigne,2002,11,77.987,4,244507,F,major,0.0572,0.585,0.776,7.74e-06,-5.898,0.427
4hrae8atte6cRlSC9a7VCO,spotify:track:4hrae8atte6cRlSC9a7VCO,"""Always on Time""",Ja Rule featuring Ashanti,2002,12,96.673,4,245133,F,minor,0.208,0.839,0.706,0,-6.104,0.839
6GG73Jik4jUlQCkKg9JuGO,spotify:track:6GG73Jik4jUlQCkKg9JuGO,"""The Middle""",Jimmy Eat World,2002,14,162.152,4,165853,D,major,0.0371,0.643,0.849,0,-5.428,0.903
7x6dNrtwRBKwJtLsENBhYC,spotify:track:7x6dNrtwRBKwJtLsENBhYC,"""I Need a Girl (Part One)""",P. Diddy featuring Usher and Loon,2002,15,178.583,4,288547,A#/Bb,minor,0.000695,0.688,0.409,0,-8.304,0.647
22Jb2DIMUfft9MCRsrbnCt,spotify:track:22Jb2DIMUfft9MCRsrbnCt,"""I Need a Girl (Part Two)""","P. Diddy featuring Ginuwine, Loon and Mario Winans",2002,18,178.582,4,288533,C#/Db,major,7.79e-05,0.697,0.302,0.000123,-9.064,0.701
0WgLpgUdThEpA5L5K0SKq7,spotify:track:0WgLpgUdThEpA5L5K0SKq7,"""Gangsta Lovin'""",Eve featuring Alicia Keys,2002,19,94.332,4,239267,C#/Db,minor,0.0619,0.723,0.84,0,-3.523,0.827
2VSbEXqs6NbNiZSTcHlIDR,spotify:track:2VSbEXqs6NbNiZSTcHlIDR,"""My Sacrifice""",Creed,2002,20,146.349,4,294600,D,major,0.000101,0.32,0.88,4.31e-06,-6.035,0.257
7lQ8MOhq6IN2w8EYcFNSUk,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,"""Without Me""",Eminem,2002,21,112.238,4,290320,G,major,0.00286,0.908,0.669,0,-2.827,0.662
0kr6d8wHDQPlzuET33NVn6,spotify:track:0kr6d8wHDQPlzuET33NVn6,"""All You Wanted""",Michelle Branch,2002,23,96.103,4,217680,G#/Ab,major,0.00466,0.499,0.72,0.00303,-9.101,0.652
779ooI3rBd0CLqCiiJmtVo,spotify:track:779ooI3rBd0CLqCiiJmtVo,"""Hero""",Chad Kroeger featuring Josey Scott,2002,25,147.387,3,200480,E,major,0.00216,0.427,0.843,0,-4.54,0.304
5dpAN1mjFPL38kh9kWsCiw,spotify:track:5dpAN1mjFPL38kh9kWsCiw,"""Wasting My Time""",Default,2002,26,148.11,4,269307,D,major,0.00171,0.449,0.776,0,-5.594,0.198
42T2QQv3xgBlpQxaSP7lnK,spotify:track:42T2QQv3xgBlpQxaSP7lnK,"""One Last Breath""",Creed,2002,27,126.602,4,238240,D,major,0.00841,0.386,0.677,0.00366,-5.83,0.195
2lnzGkdtDj5mtlcOW2yRtG,spotify:track:2lnzGkdtDj5mtlcOW2yRtG,"""Whenever, Wherever""",Shakira,2002,28,107.661,4,196160,C#/Db,minor,0.236,0.793,0.832,1.12e-05,-4.862,0.872
4gdQ8QShlC3toP9Mkc8DwB,spotify:track:4gdQ8QShlC3toP9Mkc8DwB,"""Oh Boy""",Cam'ron featuring Juelz Santana,2002,30,83.014,4,204707,F#/Gb,major,0.0216,0.754,0.767,0,-5.586,0.828
72SpPFrMYCXLB3Fbw9tEgf,spotify:track:72SpPFrMYCXLB3Fbw9tEgf,"""Heaven""",DJ Sammy featuring Yanou and Do,2002,31,137.965,4,233600,G#/Ab,major,0.0011,0.571,0.953,0.000606,-5.601,0.601
1Zk5L7TjOUcmYyEjzDcbj8,spotify:track:1Zk5L7TjOUcmYyEjzDcbj8,"""Hey Baby""",No Doubt featuring Bounty Killer,2002,32,93.625,4,207040,B,minor,0.0618,0.705,0.871,0,-3.557,0.749
6u5flhVFxKZrl9AApvf2SL,spotify:track:6u5flhVFxKZrl9AApvf2SL,"""Girlfriend""",'N Sync featuring Nelly,2002,33,93.963,4,253600,C,minor,0.0866,0.748,0.811,1.45e-05,-5.213,0.862
2cxbxpHrND6i4uvUGVvC9J,spotify:track:2cxbxpHrND6i4uvUGVvC9J,"""Just a Friend 2002""",Mario,2002,34,132.346,5,214200,C,major,0.00541,0.538,0.677,0,-6.099,0.913
215JYyyUnrJ98NK3KEwu6d,spotify:track:215JYyyUnrJ98NK3KEwu6d,"""Soak Up the Sun""",Sheryl Crow,2002,35,119.996,4,292307,E,major,0.0398,0.717,0.733,0,-4.985,0.713
5ZKVNTG7yu7gbX4vryqS2X,spotify:track:5ZKVNTG7yu7gbX4vryqS2X,"""Nothin'""",N.O.R.E.,2002,37,97.035,4,264653,D#/Eb,minor,0.317,0.791,0.863,1.13e-06,-6.118,0.742
5Y0E3dOeynKuLDAXu0t0Bg,spotify:track:5Y0E3dOeynKuLDAXu0t0Bg,"""Oops (Oh My)""",Tweet featuring Missy Elliott,2002,38,159.963,4,237800,A#/Bb,minor,0.233,0.66,0.536,0.00669,-8.786,0.775
4kvdX9zzsix7jYHsRVkVUH,spotify:track:4kvdX9zzsix7jYHsRVkVUH,"""A Moment Like This""",Kelly Clarkson,2002,39,145.184,4,228280,G#/Ab,major,0.163,0.414,0.572,0,-3.918,0.16
6CbcdeTQKj0qTaZTt0xkdk,spotify:track:6CbcdeTQKj0qTaZTt0xkdk,"""Happy""",Ashanti,2002,41,89.488,4,262227,D,minor,0.241,0.727,0.515,3.74e-06,-6.553,0.695
6Vecwo7AHst9V2CE3kmwr0,spotify:track:6Vecwo7AHst9V2CE3kmwr0,"""No Such Thing""",John Mayer,2002,42,131.918,4,231467,E,major,0.0383,0.668,0.739,0,-4.919,0.571
3TwtrR1yNLY1PMPsrGQpOp,spotify:track:3TwtrR1yNLY1PMPsrGQpOp,"""Superman (It's Not Easy)""",Five for Fighting,2002,46,102.089,4,221693,C,major,0.0733,0.382,0.416,0,-9.303,0.125
7BMO7O7ImjV8HNTH74Tshv,spotify:track:7BMO7O7ImjV8HNTH74Tshv,"""Cleanin' Out My Closet""",Eminem,2002,47,148.015,4,297840,A,minor,0.0687,0.908,0.758,0,-4.753,0.87
3oXNIpoUMdk8qGkwCeXqGv,spotify:track:3oXNIpoUMdk8qGkwCeXqGv,"""Halfcrazy""",Musiq Soulchild,2002,48,101.955,3,254493,B,minor,0.462,0.412,0.77,1.5e-06,-6.057,0.418
36gOOIQaBwXZVKL5z2vC3Z,spotify:track:36gOOIQaBwXZVKL5z2vC3Z,"""Lights, Camera, Action!""",Mr. Cheeks,2002,49,105.505,4,261027,C#/Db,major,0.115,0.792,0.93,0,-6.32,0.812
563vSy3HB5NHxel1VGQCW6,spotify:track:563vSy3HB5NHxel1VGQCW6,"""Still Fly""",Big Tymers,2002,50,177.928,4,335613,B,major,0.0302,0.675,0.607,8.97e-06,-3.538,0.56
1NRorokmYEtr1koWybvaE4,spotify:track:1NRorokmYEtr1koWybvaE4,"""A Woman's Worth""",Alicia Keys,2002,51,75.069,4,303333,E,minor,0.331,0.667,0.41,0,-8.323,0.493
0gPQTLaqHDgdupKEok7J2x,spotify:track:0gPQTLaqHDgdupKEok7J2x,"""7 Days""",Craig David,2002,52,83.013,4,235133,E,minor,0.23,0.659,0.812,0,-7.499,0.888
0Uhnzk5zI46IRlQ04LNOtc,spotify:track:0Uhnzk5zI46IRlQ04LNOtc,"""Hey Ma""",Cam'ron featuring Juelz Santana and Freekey Zekey,2002,53,90.345,4,232533,G#/Ab,major,0.0256,0.791,0.666,6.33e-06,-5.484,0.938
3jagJCUbdqhDSPuxP8cAqF,spotify:track:3jagJCUbdqhDSPuxP8cAqF,"""Work It""",Missy Elliott,2003,36,101.868,4,263227,C#/Db,major,0.0778,0.884,0.677,0,-5.603,0.584
6KRi6CBUitENJB4HQbSVSD,spotify:track:6KRi6CBUitENJB4HQbSVSD,"""Escape""",Enrique Iglesias,2002,57,125.994,4,208040,B,major,0.0299,0.777,0.852,0.000498,-5.329,0.877
1s3hhkY447paKtDm2bEY31,spotify:track:1s3hhkY447paKtDm2bEY31,"""More than a Woman""",Aaliyah,2002,58,86.804,4,230693,B,major,0.0622,0.417,0.704,0,-6.046,0.793
1CsUH29MaAIMbfGh4FEG4w,spotify:track:1CsUH29MaAIMbfGh4FEG4w,"""Hella Good""",No Doubt,2002,59,115.133,4,242253,G#/Ab,major,0.0162,0.777,0.673,0.00892,-3.953,0.821
6gsmFgUiSTuinJlScwFODv,spotify:track:6gsmFgUiSTuinJlScwFODv,"""I Love You""",Faith Evans,2002,60,168.004,4,267160,B,minor,0.00981,0.489,0.757,0,-4.062,0.567
747tpec1a0Hfqvj2za1pBs,spotify:track:747tpec1a0Hfqvj2za1pBs,"""Gotta Get thru This""",Daniel Bedingfield,2002,61,133.57,4,161200,G,minor,0.0852,0.837,0.765,7.08e-05,-5.007,0.912
4SnTf4ixVZCfQtxHNhky0T,spotify:track:4SnTf4ixVZCfQtxHNhky0T,"""Pass the Courvoisier, Part II""",Busta Rhymes featuring P. Diddy and Pharrell,2002,62,89.767,4,238600,F#/Gb,minor,0.0844,0.697,0.793,0,-4.699,0.56
5Z01UMMf7V1o0MzF86s6WJ,spotify:track:5Z01UMMf7V1o0MzF86s6WJ,"""Lose Yourself""",Eminem,2003,28,171.374,4,326467,D,major,0.00868,0.692,0.744,0.000423,-4.565,0.0612
0rT9f5BSZrZ6DvzfBEckG0,spotify:track:0rT9f5BSZrZ6DvzfBEckG0,"""Butterflies""",Michael Jackson,2002,64,89.99,4,279160,G#/Ab,major,0.0583,0.708,0.655,2.1e-06,-2.69,0.545
537F8BYzIMOZBl75qwCXy8,spotify:track:537F8BYzIMOZBl75qwCXy8,"""What About Us?""",Brandy,2002,65,185.932,4,250067,A#/Bb,minor,0.257,0.524,0.732,0,-1.595,0.736
15f8Cv8RXUlOOCIf2oaceN,spotify:track:15f8Cv8RXUlOOCIf2oaceN,"""Underneath Your Clothes""",Shakira,2002,66,165.508,4,224067,G#/Ab,major,0.686,0.616,0.597,0,-5.328,0.362
1F1XjwRzMh8KT2BvH6ISkG,spotify:track:1F1XjwRzMh8KT2BvH6ISkG,"""Rainy Dayz""",Mary J. Blige featuring Ja Rule,2002,67,74.884,4,276360,F#/Gb,major,0.182,0.476,0.663,0,-6.905,0.525
074v54tSEWLbq3Hu5wf6uh,spotify:track:074v54tSEWLbq3Hu5wf6uh,"""The Whole World""",Outkast featuring Killer Mike,2002,70,184.666,3,295347,D,major,0.0958,0.815,0.852,1.32e-06,-6.176,0.717
6fR6Z0Vc1K6yQWNUIKjAIR,spotify:track:6fR6Z0Vc1K6yQWNUIKjAIR,"""Underneath It All""",No Doubt featuring Lady Saw,2003,59,138.204,4,302720,E,major,0.235,0.729,0.731,1.35e-06,-4.823,0.838
5dXmPzPDTMWmxmpzxAV1JZ,spotify:track:5dXmPzPDTMWmxmpzxAV1JZ,"""Caramel""",City High featuring Eve,2002,72,93.036,4,212293,F,minor,0.175,0.801,0.66,9.5e-06,-8.267,0.295
0HJYzGavqzjiKMmm4F0UZv,spotify:track:0HJYzGavqzjiKMmm4F0UZv,"""Luv U Better""",LL Cool J,2002,73,95.022,4,287000,F#/Gb,major,0.232,0.668,0.806,0,-3.9,0.721
3SCVtAJq8li6HlKfM4M08u,spotify:track:3SCVtAJq8li6HlKfM4M08u,"""Gimme the Light""",Sean Paul,2002,74,107.288,4,228000,D,major,0.141,0.778,0.761,4.61e-05,-5.529,0.923
4CCUjYJPbSXLL23BFeBVbI,spotify:track:4CCUjYJPbSXLL23BFeBVbI,"""Gone""",'N Sync,2002,75,113.863,4,292000,B,minor,0.43,0.704,0.409,0,-8.581,0.495
4SyadrABZJIjeND1HPJS31,spotify:track:4SyadrABZJIjeND1HPJS31,"""Rollout (My Business)""",Ludacris,2002,77,131.059,4,296587,G,major,0.0949,0.921,0.668,0,-8.73,0.892
4KqTGPPmXowMPEoShSVOta,spotify:track:4KqTGPPmXowMPEoShSVOta,"""Here Is Gone""",Goo Goo Dolls,2002,78,102.192,4,238173,C#/Db,major,0.00052,0.338,0.685,0.000512,-5.178,0.221
7nWsh14AHpnTzq1Xejz90U,spotify:track:7nWsh14AHpnTzq1Xejz90U,"""No More Drama""",Mary J. Blige,2002,79,97.914,4,326240,F#/Gb,minor,0.534,0.653,0.837,7.12e-05,-6.818,0.64
2RLpFEf6d0708O7Bqhjyxg,spotify:track:2RLpFEf6d0708O7Bqhjyxg,"""Days Go By""",Dirty Vegas,2002,80,126.99,4,432147,A,minor,0.0499,0.786,0.853,0.0872,-8.274,0.309
6pWzCKTrKrwbUPzY8RLCoP,spotify:track:6pWzCKTrKrwbUPzY8RLCoP,"""Baby""",Ashanti,2003,29,94.998,4,209120,E,minor,0.408,0.71,0.797,0,-3.006,0.849
1sR3kJi14jA8Gau3a0yXAo,spotify:track:1sR3kJi14jA8Gau3a0yXAo,"""The Good Stuff""",Kenny Chesney,2002,82,143.78,4,200440,G,major,0.255,0.612,0.62,0,-9.785,0.502
2EcW94ak7kYH4mDMvI7iWg,spotify:track:2EcW94ak7kYH4mDMvI7iWg,"""We Thuggin'""",Fat Joe featuring R. Kelly,2002,83,99.107,4,213533,G#/Ab,major,0.177,0.896,0.649,0,-3.792,0.822
0eHT8N5YQglv8cYYizXvSw,spotify:track:0eHT8N5YQglv8cYYizXvSw,"""Good Morning Beautiful""",Steve Holy,2002,84,70.984,4,210933,G,major,0.452,0.565,0.5,0,-8.822,0.242
23dX0GazZ8Ojts8X3awQ4G,spotify:track:23dX0GazZ8Ojts8X3awQ4G,"""Rock the Boat""",Aaliyah,2002,85,93.011,4,276907,G,major,0.094,0.684,0.642,0.000188,-10.675,0.584
3xzoXqypESowMIDPX760Ds,spotify:track:3xzoXqypESowMIDPX760Ds,"""Drive (For Daddy Gene)""",Alan Jackson,2002,86,125.189,4,242067,B,major,0.317,0.709,0.61,0,-7.206,0.475
3ME8wEbmrIlu5FS0Jgb0R0,spotify:track:3ME8wEbmrIlu5FS0Jgb0R0,"""Standing Still""",Jewel,2002,87,123.9,4,270333,D,major,0.152,0.615,0.68,7.18e-06,-6.616,0.34
38084tN66v4KHqiLpl9cN8,spotify:track:38084tN66v4KHqiLpl9cN8,"""Anything""",Jaheim featuring Next,2002,88,105.743,4,287027,F,major,0.0516,0.731,0.377,0,-7.907,0.452
0pLmfgIANOX9FB9uZDU43x,spotify:track:0pLmfgIANOX9FB9uZDU43x,"""Full Moon""",Brandy,2002,89,105.994,4,248933,A#/Bb,minor,0.358,0.692,0.656,0.0029,-4.81,0.629
2nBY2iQvxOIXrdlJvg7ZPo,spotify:track:2nBY2iQvxOIXrdlJvg7ZPo,"""Uh Huh""",B2K,2002,90,99.699,4,223293,D,major,0.0881,0.855,0.681,3.7e-06,-4.955,0.908
5fkDD7aQLUmMy1EwzNm0ZB,spotify:track:5fkDD7aQLUmMy1EwzNm0ZB,"""A New Day Has Come""",Celine Dion,2002,91,91.969,4,259773,F#/Gb,major,0.0826,0.574,0.691,1.65e-05,-5.103,0.195
3YxKqZFpcxBPvpUssL8FS2,spotify:track:3YxKqZFpcxBPvpUssL8FS2,"""Living and Living Well""",George Strait,2002,93,120.787,4,218307,C#/Db,major,0.347,0.602,0.683,0.00338,-6.82,0.522
3vzmDjQ7E6gzAVg4ecp6XU,spotify:track:3vzmDjQ7E6gzAVg4ecp6XU,"""My List""",Toby Keith,2002,94,87.068,4,199813,C#/Db,minor,0.332,0.629,0.737,0,-4.309,0.341
2LVxvGhl2U5p2ql2ujc6vZ,spotify:track:2LVxvGhl2U5p2ql2ujc6vZ,"""Hands Clean""",Alanis Morissette,2002,95,99.952,4,269400,G,major,0.00192,0.513,0.82,2.83e-06,-5.428,0.52
00Mb3DuaIH1kjrwOku9CGU,spotify:track:00Mb3DuaIH1kjrwOku9CGU,"""Sk8er Boi""",Avril Lavigne,2002,96,149.937,4,204000,C,major,6.79e-05,0.487,0.9,0,-4.417,0.484
3eSwvMfSA0Fyku6Ak5JEw0,spotify:track:3eSwvMfSA0Fyku6Ak5JEw0,"""Where Were You (When the World Stopped Turning)""",Alan Jackson,2002,98,115.362,4,305093,C,major,0.549,0.623,0.387,0,-9.537,0.189
6W2Ef5Ph6ILTUAedoQ3QIv,spotify:track:6W2Ef5Ph6ILTUAedoQ3QIv,"""Like I Love You""",Justin Timberlake,2002,99,114.961,4,283627,F#/Gb,minor,0.0439,0.853,0.811,0.000304,-4.926,0.901
4RY96Asd9IefaL3X4LOLZ8,spotify:track:4RY96Asd9IefaL3X4LOLZ8,"""In Da Club""",50 Cent,2003,1,90.059,4,193467,F#/Gb,minor,0.26,0.902,0.72,0,-2.776,0.805
5dNfHmqgr128gMY2tc5CeJ,spotify:track:5dNfHmqgr128gMY2tc5CeJ,"""Ignition (Remix)""",R. Kelly,2003,2,133.024,4,186067,C#/Db,major,0.061,0.795,0.523,0,-7.165,0.855
5qTvkDrSfvwDv6RBjjcfQr,spotify:track:5qTvkDrSfvwDv6RBjjcfQr,"""Get Busy""",Sean Paul,2003,3,100.202,4,211666,A#/Bb,minor,0.615,0.735,0.824,0,-4.143,0.726
5IVuqXILoxVWvWEPm82Jxr,spotify:track:5IVuqXILoxVWvWEPm82Jxr,"""Crazy in Love""",Beyoncé featuring Jay-Z,2003,4,99.165,4,236133,D,minor,0.00249,0.646,0.77,0,-6.596,0.681
0PXWpNBYg52gABrn1qL1bD,spotify:track:0PXWpNBYg52gABrn1qL1bD,"""Unwell""",Matchbox Twenty,2003,6,80.985,4,237267,A,major,0.0456,0.442,0.793,0,-5.152,0.437
0l3GEbH3CviUytD6iX4wzg,spotify:track:0l3GEbH3CviUytD6iX4wzg,"""Right Thurr""",Chingy,2003,7,92.074,4,250747,D,major,0.15,0.866,0.749,0,-3.977,0.891
2RMnvrnOpvcrznNG2I3DYc,spotify:track:2RMnvrnOpvcrznNG2I3DYc,"""Miss You""",Aaliyah,2003,8,109.771,4,240800,A#/Bb,major,0.709,0.685,0.351,0,-8.999,0.511
69j0KoPJuwpnbGWrfn7Yll,spotify:track:69j0KoPJuwpnbGWrfn7Yll,"""Picture""",Kid Rock featuring Sheryl Crow,2003,9,97.945,4,298960,G,major,0.172,0.692,0.496,6.42e-06,-7.332,0.376
0COqiPhxzoWICwFCS4eZcp,spotify:track:0COqiPhxzoWICwFCS4eZcp,"""Bring Me to Life""",Evanescence featuring Paul McCoy,2003,10,94.612,4,235893,E,minor,0.00721,0.331,0.943,2.06e-06,-3.188,0.296
0jrz4ZQKCsC6h2vzqgHiEp,spotify:track:0jrz4ZQKCsC6h2vzqgHiEp,"""Get Low""",Lil Jon & The East Side Boyz featuring Ying Yang Twins,2003,11,101.007,4,334067,C#/Db,major,0.0297,0.771,0.621,0,-7.453,0.154
4WY3HyGXsWqjFRCVD6gnTe,spotify:track:4WY3HyGXsWqjFRCVD6gnTe,"""Baby Boy""",Beyoncé featuring Sean Paul,2003,12,91.025,4,244827,C#/Db,major,0.0825,0.655,0.488,1.16e-06,-9.17,0.791
1lKS7SZQ7r5vOChLwJurmm,spotify:track:1lKS7SZQ7r5vOChLwJurmm,"""Shake Ya Tailfeather""","Nelly, P. Diddy and Murphy Lee",2003,13,87.644,4,293667,C#/Db,major,0.176,0.662,0.808,0,-4.749,0.909
41bIQPBE1lFN0mmw6Lmssz,spotify:track:41bIQPBE1lFN0mmw6Lmssz,"""21 Questions""",50 Cent featuring Nate Dogg,2003,14,90.012,4,224427,F#/Gb,minor,0.353,0.576,0.807,0.000363,-3.908,0.908
3kgutGd839IOYRl6ekeq6V,spotify:track:3kgutGd839IOYRl6ekeq6V,"""All I Have""",Jennifer Lopez featuring LL Cool J,2003,15,83.074,4,254467,C#/Db,major,0.265,0.699,0.668,0,-5.305,0.472
3TCauNPqFiniaYHBvEVoHG,spotify:track:3TCauNPqFiniaYHBvEVoHG,"""Beautiful""",Christina Aguilera,2003,16,76.19,4,238560,F,minor,0.578,0.456,0.573,3.05e-06,-3.866,0.0992
0YImOCkIJ2PWhCXaURCZnY,spotify:track:0YImOCkIJ2PWhCXaURCZnY,"""I Know What You Want""",Busta Rhymes and Mariah Carey featuring Flipmode Squad,2003,17,85.996,4,324307,F#/Gb,major,0.0142,0.648,0.759,0,-4.315,0.518
0RFgvrhkf9FiDRLA0BhzpZ,spotify:track:0RFgvrhkf9FiDRLA0BhzpZ,"""Drift Away""",Uncle Kracker featuring Dobie Gray,2003,19,151.956,4,255560,B,major,0.181,0.583,0.66,0,-5.078,0.861
0aULRU35N9kTj6O1xMULRR,spotify:track:0aULRU35N9kTj6O1xMULRR,"""Magic Stick""",Lil' Kim featuring 50 Cent,2003,20,92.982,4,359973,D,major,0.117,0.849,0.499,4.97e-05,-7.872,0.504
2D1hlMwWWXpkc3CZJ5U351,spotify:track:2D1hlMwWWXpkc3CZJ5U351,"""P.I.M.P.""",50 Cent,2003,21,78.693,4,249467,A#/Bb,minor,0.0444,0.7,0.758,1.3e-05,-3.012,0.889
74jMwg2zsFMICzW3Wems6h,spotify:track:74jMwg2zsFMICzW3Wems6h,"""Bump, Bump, Bump""",B2K and P. Diddy,2003,22,95.48,4,282533,C#/Db,minor,0.0956,0.833,0.681,0,-6.028,0.887
0yHConG49418wPs8UfAt44,spotify:track:0yHConG49418wPs8UfAt44,"""Into You""",Fabolous featuring Tamia,2003,23,182.12,4,295773,G,minor,0.233,0.546,0.538,0,-7.886,0.58
2iclfHORMqpR3TxuhwVRhD,spotify:track:2iclfHORMqpR3TxuhwVRhD,"""Mesmerize""",Ja Rule featuring Ashanti,2003,25,90.1,4,278720,C#/Db,major,0.0563,0.764,0.648,0,-6.639,0.391
7iInDTMvYQrZnELy6nJ15s,spotify:track:7iInDTMvYQrZnELy6nJ15s,"""Where Is the Love?""",The Black Eyed Peas,2003,26,94.122,4,224341,F,major,0.0916,0.889,0.38,0.123,-9.727,0.921
41IShViF79gmulEkIHAjcb,spotify:track:41IShViF79gmulEkIHAjcb,"""The Game of Love""",Santana featuring Michelle Branch,2003,27,119.818,4,254467,D,major,0.0714,0.59,0.929,0.000153,-3.236,0.674
7Lf7oSEVdzZqTA0kEDSlS5,spotify:track:7Lf7oSEVdzZqTA0kEDSlS5,"""Cry Me a River""",Justin Timberlake,2003,30,73.884,4,288333,G#/Ab,minor,0.575,0.624,0.653,0,-6.582,0.565
3OUApyz3jDB3syGUNGqB1d,spotify:track:3OUApyz3jDB3syGUNGqB1d,"""How You Gonna Act Like That""",Tyrese,2003,31,112.913,4,294693,D#/Eb,minor,0.107,0.733,0.521,0,-3.657,0.525
1AWQoqb9bSvzTjaLralEkT,spotify:track:1AWQoqb9bSvzTjaLralEkT,"""Rock Your Body""",Justin Timberlake,2003,32,100.972,4,267267,E,minor,0.202,0.891,0.714,0.000234,-6.055,0.818
5dWfl2PBpKHpBVdz95wxK1,spotify:track:5dWfl2PBpKHpBVdz95wxK1,"""No Letting Go""",Wayne Wonder,2003,33,100.213,4,202013,F,minor,0.0479,0.495,0.819,0.000215,-5.656,0.318
0iFOG4Ki9aDmJUYUFHQlPG,spotify:track:0iFOG4Ki9aDmJUYUFHQlPG,"""Frontin'""",Pharrell featuring Jay-Z,2003,34,102.009,4,236507,A,minor,0.453,0.894,0.404,1.57e-06,-5.913,0.759
38wTBBl2xMxaSP67S5cin3,spotify:track:38wTBBl2xMxaSP67S5cin3,"""Landslide""",Dixie Chicks,2003,35,146.007,4,227004,E,minor,0.298,0.604,0.522,0.0533,-9.612,0.337
5ljCWsDlSyJ41kwqym2ORw,spotify:track:5ljCWsDlSyJ41kwqym2ORw,"""'03 Bonnie & Clyde""",Jay-Z featuring Beyoncé,2003,37,89.64,4,205560,A,minor,0.23,0.759,0.678,0,-5.148,0.327
6BIcjFZIVDZxNAcofRFPx4,spotify:track:6BIcjFZIVDZxNAcofRFPx4,"""So Gone""",Monica,2003,39,81.975,4,242773,G#/Ab,major,0.176,0.618,0.552,0,-6.863,0.586
7kAFSrTIOiVZ0gnHBuAH3l,spotify:track:7kAFSrTIOiVZ0gnHBuAH3l,"""Air Force Ones""",Nelly featuring St. Lunatics,2003,40,164.062,4,304000,E,minor,0.0847,0.784,0.459,0,-9.74,0.618
1AjQE5MtP5jHQMyDepbvLI,spotify:track:1AjQE5MtP5jHQMyDepbvLI,"""Never Leave You (Uh Oooh, Uh Oooh)""",Lumidee,2003,41,199.958,4,184907,F#/Gb,major,0.0391,0.811,0.657,0.712,-6.197,0.777
4675yUu8AUbE72T94BkLCD,spotify:track:4675yUu8AUbE72T94BkLCD,"""Beautiful""",Snoop Dogg featuring Pharrell and Charlie Wilson,2003,42,101.025,4,299147,B,minor,0.299,0.893,0.74,0,-4.936,0.963
75DjPjiIp2fvJDjtt41Jfs,spotify:track:75DjPjiIp2fvJDjtt41Jfs,"""Gossip Folks""",Missy Elliott featuring Ludacris,2003,43,121.732,4,234893,C,major,0.362,0.707,0.538,0,-5.264,0.439
2CZi8d774dBB0wiuWMIpr8,spotify:track:2CZi8d774dBB0wiuWMIpr8,"""Miss Independent""",Kelly Clarkson,2003,44,175.973,4,214787,B,minor,0.0861,0.655,0.623,0.000346,-6.302,0.615
0E29BKKGCJHcb7b9oIWgGB,spotify:track:0E29BKKGCJHcb7b9oIWgGB,"""Calling All Angels""",Train,2003,45,166.166,4,242200,D#/Eb,major,0.0746,0.454,0.839,0,-5.368,0.529
